,price,area,locality,bedroom_num,bathroom_num,balcony_num
19124,198.0,1200,Andheri,2,2,0
19125,289.0,1201,Chinchpokli,2,3,0
19126,396.0,1539,Chinchpokli,3,3,0
19127,202.0,1128,Andheri,2,2,0
19128,2000.0,2913,Juhu,4,5,0
19129,260.0,980,Ghatkopar,2,2,0
19130,490.0,2200,Nerul,3,3,0
19131,298.0,1350,Malad,3,2,0
19132,110.0,620,Malad,1,2,0
19133,112.0,620,Malad,1,2,0
19134,91.0,587,Kandivali,1,2,0
19135,510.0,935,Santacruz,2,2,0
19136,40.0,610,Kamothe,1,1,0
19137,290.0,1313,Powai,3,2,0
19138,300.0,1360,Ghatkopar,3,2,0
19139,350.0,1500,Powai,3,2,0
19140,300.0,1550,Powai,3,2,0
19141,290.0,1350,Powai,3,2,0
19142,270.0,1143,Ghatkopar,2,2,0
19143,205.0,1225,Ghatkopar,2,2,0
19144,185.0,1056,Vikhroli,2,2,0
19145,245.0,1250,Powai,2,2,0
19146,145.0,625,Powai,1,1,0
19147,107.0,950,Thane,2,2,0
19148,250.0,1500,Vashi,3,3,0
19149,67.0,650,Seawoods,1,1,0
19150,129.0,1670,Kalyan,3,2,0
19151,159.0,888,Bhandup,2,2,0
19152,160.0,1300,Thane,3,2,0
19153,55.0,750,Kalyan,2,2,0
19154,75.0,611,Seawoods,1,1,0
19155,296.0,2260,Koper Khairane,3,3,0
19156,90.0,393,Vikroli,1,2,0
19157,800.0,2000,Khar,3,3,0
19158,350.0,850,Bandra,1,1,0
19159,160.0,950,Malad,2,2,0
19160,200.0,950,Ghansoli,2,2,0
19161,875.0,1500,Bandra,2,3,0
19162,65.0,460,Mira Road,1,1,0
19163,371.0,1636,Vashi,3,3,0
19164,1800.0,3800,Santacruz,4,4,0
19165,280.0,850,Andheri,2,2,0
19166,415.0,1500,Ville Parle,3,4,0
19167,700.0,2100,Andheri,4,5,0
19168,44.0,650,Kalyan,1,2,0
19169,44.0,650,Kalyan,1,2,0
19170,125.0,600,other,1,1,0
19171,115.0,600,Vasai,1,2,0
19172,45.0,600,Panvel,1,1,0
19173,33.0,609,Bhiwandi,1,1,0
19174,199.0,1208,Ghatkopar,2,2,0
19175,39.0,720,Taloje,1,1,0
19176,29.0,608,Panvel,1,1,0
19177,34.0,608,Shilphata,1,1,0
19178,54.0,650,Panvel,1,1,0
19179,26.0,616,Taloja,1,1,0
19180,41.0,658,Dombivali,1,1,0
19181,416.0,1225,Wadala,3,3,0
19182,80.0,939,Rasayani,2,2,0
19183,275.0,1200,Mulund,3,3,0
19184,148.0,680,Kurla,2,2,0
19185,64.0,875,Panvel,2,2,0
19186,700.0,1518,Lower Parel,3,3,0
19187,689.0,1530,Byculla,3,3,0
19188,511.0,890,Mahalaxmi,2,2,0
19189,685.0,1350,Byculla,3,3,0
19190,412.0,1518,Sion,4,4,0
19191,496.0,1330,Parel,3,3,0
19192,100.0,1000,Panvel,2,2,0
19193,68.0,550,Mira Road,1,2,0
19194,97.76,911,Mira Road,2,2,0
19195,85.0,860,Mira Road,2,2,0
19196,60.23,750,Mira Road,1,2,0
19197,115.0,625,Bhandup,1,2,0
19198,32.0,650,Vasai,1,2,0
19199,61.26,670,Mira Road,1,2,0
19200,88.63,912,Mira Road,2,2,0
19201,64.67,772,Mira Road,1,2,0
19202,140.0,600,Mulund,1,1,0
19203,155.0,800,Mulund,2,2,0
19204,220.0,850,Jogeshwari,2,2,0
19205,180.0,850,Kalwa,2,2,0
19206,175.0,800,Mulund,2,2,0
19207,56.77,757,Vasai,1,2,0
19208,79.49,1061,Vasai,2,2,0
19209,58.0,749,Panvel,1,2,0
19210,390.0,750,Prabhadevi,2,2,0
19211,105.0,997,Kamothe,2,2,0
19212,100.28,1270,Kamothe,2,2,0
19213,85.0,1220,Kamothe,2,2,0
19214,75.0,1033,Kamothe,2,2,0
19215,87.0,1020,Kamothe,2,2,0
19216,64.0,685,Kamothe,1,1,0
19217,58.0,685,Kamothe,1,1,0
19218,115.0,1540,Kamothe,3,2,0
19219,123.47,1554,Kamothe,3,3,0
19220,95.0,1120,Kamothe,2,2,0
19221,105.0,1230,Kamothe,2,2,0
19222,85.0,750,Panvel,2,2,0
19223,115.0,1180,Ulwe,2,2,0
19224,225.0,1500,Thane,3,3,0
19225,152.0,1100,Kharghar,2,2,0
19226,90.0,1150,Kharghar,2,2,0
19227,135.0,1650,Kharghar,3,3,0
19228,450.0,1250,Dadar,2,2,0
19229,60.0,950,Kalyan,2,2,0
19230,450.0,900,Juhu,2,2,0
19231,850.0,3500,Lower Parel,3,4,0
19232,900.0,2200,Kandivali,4,4,0
19233,185.0,750,Andheri,2,2,0
19234,26.81,607,Khopoli,1,1,0
19235,47.0,1250,Karjat,2,3,0
19236,950.0,1560,Cumballa Hill,3,4,0
19237,90.0,1200,Kharghar,2,2,0
19238,26.0,520,Naigaon,1,1,0
19239,58.0,1015,Naigaon,2,2,0
19240,155.0,813,Ghansoli,2,2,0
19241,100.0,650,Andheri,1,1,0
19242,113.22,793,Vikhroli,2,2,0
19243,47.0,525,Mira Road,1,2,0
19244,130.0,750,Ghatkopar,2,2,0
19245,125.38,1000,Vikhroli,2,2,0
19246,80.11,650,Vikhroli,1,2,0
19247,70.0,1500,Karjat,3,3,0
19248,134.98,750,Ghatkopar,2,2,0
19249,155.0,800,Ghatkopar,2,2,0
19250,31.5,510,Naigaon,1,2,0
19251,28.0,510,Naigaon,1,2,0
19252,245.0,1200,Andheri,2,2,0
19253,70.0,950,Vasai,2,1,0
19254,79.63,1106,Vasai,2,2,0
19255,45.0,630,Vasai,1,1,0
19256,68.0,630,Vasai,1,1,0
19257,37.5,680,Naigaon,1,2,0
19258,45.0,635,Vasai,1,1,0
19259,68.0,660,Vasai,1,1,0
19260,60.0,890,Vasai,2,2,0
19261,50.0,700,Vasai,1,2,0
19262,330.0,1852,Kharghar,3,3,0
19263,140.0,600,Mulund,1,1,0
19264,155.0,800,Mulund,2,2,0
19265,220.0,850,Jogeshwari,2,2,0
19266,180.0,850,Kalwa,2,2,0
19267,175.0,800,Mulund,2,2,0
19268,59.0,930,Shilphata,2,3,0
19269,230.0,1600,Sanpada,3,3,0
19270,120.0,650,Ghansoli,1,1,0
19271,105.0,650,Mulund,1,1,0
19272,210.0,1150,Ghansoli,2,2,0
19273,80.0,635,Koper Khairane,1,1,0
19274,125.0,1800,Karjat,4,3,0
19275,82.0,750,Kalyan,2,2,0
19276,221.0,1600,Thane,3,3,0
19277,356.3,1174,Goregaon,3,4,0
19278,450.0,3045,Goregaon,3,3,0
19279,262.0,1066,Kandivali,2,2,0
19280,370.0,1731,Kandivali,3,3,0
19281,470.0,1073,Borivali,3,3,0
19282,460.0,1250,Borivali,3,3,0
19283,470.0,1278,Borivali,3,3,0
19284,424.0,1019,Byculla,2,2,0
19285,460.0,1150,Borivali,3,3,0
19286,500.0,1196,Byculla,3,3,0
19287,455.0,1122,Borivali,3,3,0
19288,1175.0,2697,Byculla,4,4,0
19289,138.0,804,Thane,2,2,0
19290,610.0,1790,Borivali,4,4,0
19291,135.0,1571,Thane,2,2,0
19292,635.0,1800,Borivali,4,4,0
19293,525.0,2200,Thane,4,5,0
19294,336.0,850,Ville Parle,2,2,0
19295,75.0,850,Andheri,2,1,0
19296,959.0,1670,Byculla,4,4,0
19297,315.0,668,Ville Parle,2,2,0
19298,340.0,800,Mahim,2,2,0
19299,1450.0,2350,Lower Parel,4,4,0
19300,65.0,650,Mira Road,1,2,0
19301,320.0,735,Lower Parel,2,2,0
19302,180.0,550,Mahim,1,1,0
19303,315.0,1650,Andheri,3,3,0
19304,55.0,645,Airoli,1,1,0
19305,200.0,600,Matunga,2,2,0
19306,165.0,600,Wadala,2,2,0
19307,160.0,600,Wadala,2,2,0
19308,160.0,600,Wadala,2,2,0
19309,1400.0,2195,Lower Parel,3,3,0
19310,50.0,650,Thane,1,1,0
19311,140.0,1150,Airoli,2,2,0
19312,180.0,1280,Airoli,2,2,0
19313,155.0,1300,Airoli,3,3,0
19314,99.0,600,Goregaon,1,1,0
19315,178.0,550,Wadala,1,1,0
19316,125.0,650,Andheri,2,1,0
19317,262.0,1100,Ville Parle,3,2,0
19318,101.0,550,Goregaon,1,1,0
19319,63.5,675,Kamothe,1,1,0
19320,140.0,766,Thane,2,2,0
19321,133.0,704,Mulund,1,2,0
19322,120.0,637,Mulund,1,2,0
19323,125.0,700,Goregaon,1,2,0
19324,105.0,1105,Thane,2,2,0
19325,135.0,720,Kurla,2,2,0
19326,113.0,1438,Kalyan,2,2,0
19327,19.98,500,Kalyan,1,2,0
19328,32.0,600,Kalyan,1,2,0
19329,47.0,641,Bhiwandi,1,2,0
19330,68.0,908,Bhiwandi,2,2,0
19331,32.0,560,Kalyan,1,1,0
19332,60.0,900,Taloja,1,1,0
19333,100.0,1100,Kamothe,2,2,0
19334,45.0,340,Kandivali,1,1,0
19335,235.0,742,Chembur,2,2,0
19336,125.0,434,Chembur,1,2,0
19337,80.0,350,Chembur,1,2,0
19338,75.0,380,Ghatkopar,1,1,0
19339,130.0,800,Koper Khairane,2,2,0
19340,175.0,670,Ghatkopar,2,2,0
19341,160.0,1350,Thane,3,3,0
19342,220.0,1020,Nerul,2,2,0
19343,79.0,1140,Dombivali,3,2,0
19344,85.0,990,Kalyan,2,2,0
19345,116.0,1560,Dombivali,3,4,0
19346,506.0,1265,Ville Parle,4,4,0
19347,152.0,520,Byculla,1,2,0
19348,52.5,410,Malad,1,2,0
19349,90.0,600,Ghansoli,1,1,0
19350,76.0,620,Koper Khairane,1,1,0
19351,35.0,1125,Nerul,2,2,0
19352,190.0,860,Santacruz,2,2,0
19353,135.0,1026,Mira Road,2,2,0
19354,27.75,490,Diva,1,1,0
19355,13.5,470,Boisar,1,1,0
19356,230.0,786,Chembur,3,2,0
19357,91.0,980,Kalyan,1,2,0
19358,57.0,670,Kalyan,1,2,0
19359,40.0,525,Kalyan,1,2,0
19360,36.0,525,Kalyan,1,2,0
19361,47.0,710,Kalyan,2,2,0
19362,45.0,800,Kalyan,2,2,0
19363,265.0,1825,Kharghar,3,3,0
19364,110.0,1550,other,3,3,0
19365,33.0,610,Kalyan,1,1,0
19366,150.0,900,Thane,2,2,0
19367,70.0,900,Kalyan,2,2,0
19368,33.0,610,Kalyan,1,1,0
19369,150.0,900,Thane,2,2,0
19370,70.0,900,Kalyan,2,2,0
19371,230.0,786,Chembur,3,2,0
19372,2800.0,7500,Juhu,5,5,0
19373,320.0,1055,Mulund,3,2,0
19374,150.0,3000,Bhayandar,3,3,0
19375,28.0,390,Goregaon,1,1,0
19376,85.0,650,Bhayandar,1,1,0
19377,54.0,680,Kharghar,1,1,0
19378,306.0,1350,Goregaon,3,3,0
19379,55.0,650,Kamothe,1,1,0
19380,155.0,1000,Thane,2,2,0
19381,330.0,1425,Mulund,3,3,0
19382,48.0,690,Vasai,1,1,0
19383,85.0,1010,Vasai,2,2,0
19384,64.0,650,Thane,1,2,0
19385,16.99,430,Badlapur,1,1,0
19386,80.0,800,Thane,1,2,0
19387,49.0,600,Dombivali,1,2,0
19388,186.0,525,Worli,1,2,0
19389,135.0,812,Chembur,2,2,0
19390,200.0,879,Ghatkopar,2,2,0
19391,15.99,405,Badlapur,1,1,0
19392,145.0,1645,Kharghar,3,3,0
19393,31.5,670,Badlapur,1,1,0
19394,160.0,650,Powai,2,2,0
19395,325.0,1900,Seawoods,3,3,0
19396,360.0,1450,Mulund,3,3,0
19397,110.0,650,Powai,2,2,0
19398,362.0,1450,Mulund,3,3,0
19399,310.0,1200,Kanjurmarg,3,3,0
19400,308.0,1200,Kanjurmarg,3,3,0
19401,350.0,1450,Mulund,3,3,0
19402,175.0,1050,Mulund,2,2,0
19403,815.0,2137,Borivali,6,6,0
19404,40.0,590,Kalyan,1,1,0
19405,44.0,565,Kalyan,1,1,0
19406,90.0,950,Kalyan,2,2,0
19407,70.0,925,Kalyan,2,2,0
19408,80.0,800,Thane,2,2,0
19409,153.0,546,Andheri,2,2,0
19410,192.0,620,Andheri,2,2,0
19411,198.0,705,Andheri,2,2,0
19412,67.0,700,Kharghar,1,2,0
19413,85.0,550,Sanpada,1,1,0
19414,120.0,950,Mira Road,2,2,0
19415,110.0,950,Mira Road,2,2,0
19416,115.0,900,Mira Road,2,2,0
19417,75.0,926,Thane,2,2,0
19418,160.0,900,Goregaon,2,2,0
19419,110.0,450,Chembur,1,2,0
19420,300.0,1400,Malad,3,3,0
19421,130.0,630,Kalyan,2,1,0
19422,89.0,615,Sanpada,1,2,0
19423,85.0,500,Sanpada,1,1,0
19424,258.0,920,Andheri,2,2,0
19425,88.0,550,Sanpada,1,1,0
19426,165.0,1050,Sanpada,2,2,0
19427,85.0,600,Sanpada,1,1,0
19428,390.0,2450,Kharghar,4,4,0
19429,650.0,3445,Thane,3,3,0
19430,285.0,1340,Powai,3,3,0
19431,180.0,1020,Powai,2,2,0
19432,70.0,400,Ghatkopar,1,1,0
19433,105.11,500,Ghatkopar,1,1,0
19434,249.0,985,Malad,2,2,0
19435,60.0,740,Kamothe,1,1,0
19436,315.0,1150,Borivali,3,3,0
19437,125.0,450,Andheri,1,1,0
19438,360.0,1000,Andheri,2,2,0
19439,290.0,1000,Andheri,2,2,0
19440,450.0,1650,Andheri,3,3,0
19441,90.0,1050,Dombivli,2,2,0
19442,300.0,768,Wadala,2,2,0
19443,290.0,768,Wadala,2,2,0
19444,285.0,768,Wadala,2,1,0
19445,280.0,768,Wadala,2,2,0
19446,270.0,768,Wadala,2,2,0
19447,265.0,768,Wadala,2,2,0
19448,110.0,950,Mira Road,2,2,0
19449,115.0,900,Mira Road,2,2,0
19450,75.0,926,Thane,2,2,0
19451,160.0,900,Goregaon,2,2,0
19452,110.0,450,Chembur,1,2,0
19453,300.0,1400,Malad,3,3,0
19454,130.0,630,Kalyan,2,1,0
19455,80.0,800,Thane,2,2,0
19456,153.0,546,Andheri,2,2,0
19457,192.0,620,Andheri,2,2,0
19458,198.0,705,Andheri,2,2,0
19459,67.0,700,Kharghar,1,2,0
19460,85.0,550,Sanpada,1,1,0
19461,425.0,2140,Mulund,3,4,0
19462,150.0,1100,Kharghar,2,2,0
19463,220.0,810,Chembur,2,2,0
19464,110.0,550,Mulund,1,1,0
19465,169.0,850,Borivali,2,2,0
19466,165.0,750,Chembur,2,2,0
19467,180.0,1000,Vashi,2,2,0
19468,122.0,575,Wadala,1,1,0
19469,61.9,710,Mira Road,1,2,0
19470,365.0,1386,Kanjurmarg,3,3,0
19471,170.0,850,Mulund,2,2,0
19472,160.0,800,Mulund,2,2,0
19473,115.0,550,Mulund,1,2,0
19474,790.0,950,Juhu,2,2,0
19475,65.0,600,Kandivali,1,1,0
19476,360.0,818,Ville Parle,2,2,0
19477,360.0,790,Mahim,2,2,0
19478,270.0,1130,Kandivali,3,3,0
19479,105.0,480,Borivali,1,2,0
19480,325.0,1030,Borivali,3,3,0
19481,89.75,615,Borivali,1,2,0
19482,89.75,615,Borivali,1,2,0
19483,89.75,615,Borivali,1,2,0
19484,156.0,1025,Borivali,2,2,0
19485,89.0,490,Kurla,1,2,0
19486,400.0,2900,Panvel,4,4,0
19487,275.0,900,Seawoods,2,2,0
19488,1130.0,1466,Dadar,3,3,0
19489,90.0,1135,Dombivli,2,2,0
19490,260.0,587,Lower Parel,2,2,0
19491,140.0,1200,Nerul,2,3,0
19492,55.0,600,Belapur,1,1,0
19493,50.0,650,Belapur,1,1,0
19494,240.0,2600,Kharghar,2,3,0
19495,69.0,1150,Kharghar,2,2,0
19496,259.95,1015,Mulund,3,2,0
19497,260.0,1210,Mulund,3,3,0
19498,45.0,710,Kharghar,1,1,0
19499,140.0,1050,Thane,2,2,0
19500,66.0,740,Mira Road,1,2,0
19501,72.0,991,Vasai,2,2,0
19502,249.0,1970,Kharghar,3,3,0
19503,130.0,700,Goregaon,1,2,0
19504,566.0,1134,Parel,3,2,0
19505,1287.0,1990,Lower Parel,4,4,0
19506,1291.0,1990,Lower Parel,4,4,0
19507,565.0,1134,Parel,3,2,0
19508,249.0,1970,Kharghar,3,3,0
19509,130.0,700,Goregaon,1,2,0
19510,566.0,1134,Parel,3,2,0
19511,1287.0,1990,Lower Parel,4,4,0
19512,1291.0,1990,Lower Parel,4,4,0
19513,565.0,1134,Parel,3,2,0
19514,325.0,1200,Andheri,3,2,0
19515,68.0,400,Chembur,1,2,0
19516,163.0,867,Mulund,2,2,0
19517,220.0,720,Santacruz,2,2,0
19518,114.0,525,Santacruz,1,2,0
19519,85.0,500,Andheri,1,2,0
19520,114.0,524,Santacruz,1,2,0
19521,175.0,800,Santacruz,2,2,0
19522,205.0,900,Santacruz,2,2,0
19523,199.0,900,Kurla,2,2,0
19524,350.0,1550,Kurla,3,3,0
19525,168.0,975,Borivali,2,2,0
19526,245.0,950,Mulund,2,2,0
19527,90.0,450,Andheri,1,1,0
19528,165.0,750,Sion,2,2,0
19529,310.0,1350,Andheri,3,3,0
19530,700.0,1860,Matunga,3,3,0
19531,181.0,962,Mulund,2,2,0
19532,230.0,900,Matunga,2,2,0
19533,230.0,1000,Matunga,2,2,0
19534,360.0,900,Parel,3,3,0
19535,280.0,700,Parel,2,2,0
19536,250.0,640,Parel,2,2,0
19537,390.0,956,Dadar,2,2,0
19538,215.0,1050,Mulund,2,2,0
19539,1200.0,6000,Chembur,6,6,0
19540,135.0,560,Borivali,1,2,0
19541,95.0,710,Mulund,1,2,0
19542,110.0,760,Thane,2,2,0
19543,50.0,1015,Taloja,2,2,0
19544,80.0,1050,Taloja,2,2,0
19545,145.0,657,Santacruz,1,2,0
19546,86.0,450,Santacruz,1,1,0
19547,236.0,1160,Mulund,2,2,0
19548,165.0,1150,Airoli,2,2,0
19549,120.0,650,Airoli,1,1,0
19550,501.84,1650,Malad,4,4,0
19551,299.0,590,Matunga,1,1,0
19552,1050.0,2230,Matunga,5,6,0
19553,443.0,1856,Mulund,4,3,0
19554,542.0,2400,Mulund,4,3,0
19555,4300.0,4350,Lower Parel,5,4,0
19556,1890.0,3178,Prabhadevi,5,4,0
19557,82.0,1197,Dronagiri,2,2,0
19558,26.0,620,Panvel,1,1,0
19559,65.0,806,Kalyan,2,2,0
19560,32.0,580,Titwala,1,1,0
19561,2700.0,5000,Worli,5,5,0
19562,2500.0,4000,Tardeo,5,5,0
19563,320.0,820,Dadar,2,2,0
19564,455.0,900,Lower Parel,2,2,0
19565,260.0,600,Dadar,2,2,0
19566,143.0,490,Santacruz,1,2,0
19567,2700.0,5000,Worli,5,5,0
19568,2500.0,4000,Tardeo,5,5,0
19569,320.0,820,Dadar,2,2,0
19570,455.0,900,Lower Parel,2,2,0
19571,260.0,600,Dadar,2,2,0
19572,194.0,812,Andheri,2,2,0
19573,520.0,1200,Mahim,3,3,0
19574,700.0,1600,Mahim,3,3,0
19575,225.0,470,Dadar,1,2,0
19576,270.0,600,Dadar,2,2,0
19577,69.8,1400,Nala Sopara,3,3,0
19578,34.0,750,Naigaon,1,2,0
19579,370.0,1448,Parel,2,2,0
19580,130.0,1350,Kharghar,2,2,0
19581,60.0,270,Mahalaxmi,1,1,0
19582,160.0,1410,Vasai,3,3,0
19583,54.0,975,Naigaon,2,2,0
19584,56.0,574,Vasai,1,2,0
19585,51.0,850,Naigaon,2,1,0
19586,33.0,615,Naigaon,1,1,0
19587,185.0,1342,Ulwe,2,2,0
19588,191.0,650,Chembur,2,2,0
19589,180.0,1050,Kandivali,2,2,0
19590,159.0,585,Byculla,1,1,0
19591,170.0,1100,Thane,2,2,0
19592,315.0,1125,Andheri,3,3,0
19593,107.0,950,Thane,2,2,0
19594,75.0,725,Thane,2,2,0
19595,145.0,845,Kurla,2,1,0
19596,110.0,491,Kurla,1,1,0
19597,140.0,780,Kurla,2,1,0
19598,123.0,580,Kurla,2,2,0
19599,115.0,580,Kurla,2,2,0
19600,115.0,490,Kurla,2,1,0
19601,115.0,440,Chembur,1,2,0
19602,192.0,642,Chembur,2,2,0
19603,370.0,1330,Chembur,4,3,0
19604,220.0,773,Chembur,2,2,0
19605,195.0,700,Chembur,2,2,0
19606,443.0,1441,Mulund,3,3,0
19607,305.0,1050,Mulund,2,2,0
19608,450.0,1200,Chembur,3,3,0
19609,297.0,1024,Mulund,2,2,0
19610,420.0,1367,Mulund,3,3,0
19611,670.0,1304,Mahim,4,3,0
19612,220.0,700,Chembur,2,2,0
19613,514.0,883,Worli,3,3,0
19614,40.0,680,Taloje,1,1,0
19615,130.0,585,Wadala,1,2,0
19616,55.0,923,Taloje,2,2,0
19617,210.0,955,Wadala,2,2,0
19618,55.0,1080,Taloja,2,2,0
19619,55.0,550,Kalwa,1,2,0
19620,115.0,1187,Kharghar,2,2,0
19621,70.0,700,Kharghar,1,2,0
19622,35.0,650,Taloje,1,1,0
19623,117.0,550,Wadala,1,2,0
19624,64.0,1050,Taloja,2,2,0
19625,74.0,1050,Taloja,2,2,0
19626,120.0,575,Wadala,1,2,0
19627,195.0,955,Wadala,2,2,0
19628,135.0,585,Wadala,1,2,0
19629,340.0,1260,Wadala,2,2,0
19630,183.0,955,Wadala,2,2,0
19631,180.0,1100,Thane,2,2,0
19632,125.0,650,Thane,1,2,0
19633,178.0,1050,Andheri,2,2,0
19634,500.0,2000,Andheri,3,3,0
19635,235.0,2700,Kharghar,2,3,0
19636,295.0,1150,Thane,3,3,0
19637,192.0,1255,Kandivali,3,2,0
19638,32.55,644,Virar,1,1,0
19639,150.0,790,Borivali,2,2,0
19640,75.0,1540,Neral,3,3,0
19641,98.0,1500,Karjat,4,4,0
19642,95.0,1400,Karjat,2,3,0
19643,115.0,2200,Karjat,3,4,0
19644,222.22,3280,Neral,4,5,0
19645,170.1,2256,Neral,3,4,0
19646,330.0,1800,Andheri,3,3,0
19647,60.0,1000,Badlapur,3,3,0
19648,85.0,890,Chembur,3,3,0
19649,117.0,550,Thane,1,2,0
19650,85.0,575,Thane,2,2,0
19651,75.0,540,Thane,1,1,0
19652,360.0,1548,Goregaon,3,3,0
19653,25.0,560,Virar,1,1,0
19654,159.0,1120,Sanpada,2,2,0
19655,42.0,395,Kalyan,1,1,0
19656,28.0,650,Rasayani,1,1,0
19657,300.81,1020,Jogeshwari,3,3,0
19658,31.0,725,Badlapur,1,2,0
19659,117.0,550,Thane,1,2,0
19660,145.0,710,Thane,2,2,0
19661,140.0,1052,other,2,2,0
19662,600.0,1293,Deonar,3,3,0
19663,10.0,440,Neral,1,1,0
19664,30.0,750,other,2,2,0
19665,159.0,1120,Sanpada,2,2,0
19666,255.0,768,Wadala,2,2,0
19667,160.0,853,Thane,2,2,0
19668,145.0,924,Malad,2,2,0
19669,97.0,600,Malad,1,1,0
19670,320.0,1500,Goregaon,4,3,0
19671,310.0,1080,Goregaon,3,3,0
19672,3000.0,3600,Juhu,5,5,0
19673,195.0,2200,Kharghar,3,3,0
19674,110.0,2200,Kharghar,3,3,0
19675,110.0,1300,Kharghar,2,2,0
19676,125.0,1700,Kharghar,3,3,0
19677,45.0,730,Kharghar,1,2,0
19678,50.0,750,Kharghar,1,2,0
19679,80.0,1300,Kharghar,2,2,0
19680,115.0,2200,Kharghar,3,3,0
19681,77.0,1300,Kharghar,2,2,0
19682,65.0,1100,Kharghar,2,2,0
19683,150.0,1600,Kharghar,3,3,0
19684,75.0,1200,Kharghar,2,2,0
19685,145.0,2800,Kharghar,4,4,0
19686,84.0,500,Dahisar,1,1,0
19687,1800.0,2400,Khar,4,3,0
19688,365.0,1300,Andheri,3,3,0
19689,575.0,1400,Juhu,3,3,0
19690,102.0,550,Andheri,1,1,0
19691,250.0,1015,Agripada,2,2,0
19692,230.0,1050,Santacruz,2,2,0
19693,500.0,1200,Santacruz,3,3,0
19694,425.0,1100,Worli,2,2,0
19695,350.0,1300,Byculla,2,2,0
19696,330.0,950,Byculla,2,2,0
19697,75.0,695,Bhayandar,1,2,0
19698,125.0,1050,Mira Road,3,3,0
19699,65.0,650,Mira Road,1,2,0
19700,68.0,650,Thane,1,2,0
19701,115.0,900,Thane,2,2,0
19702,100.0,990,Thane,3,2,0
19703,86.0,880,Thane,2,2,0
19704,62.0,640,Thane,1,2,0
19705,90.0,1100,Dombivali,2,2,0
19706,54.0,600,Thane,1,2,0
19707,35.0,375,Kalyan,1,1,0
19708,157.0,1150,Koper Khairane,2,2,0
19709,15.99,400,Badlapur,1,1,0
19710,47.5,665,Thakurli,1,1,0
19711,250.0,1650,Kharghar,4,3,0
19712,120.0,700,Thane,2,2,0
19713,191.0,535,Worli,1,2,0
19714,115.0,800,Thane,2,2,0
19715,55.0,600,Thane,1,1,0
19716,22.99,610,Badlapur,1,1,0
19717,22.52,585,Badlapur,1,1,0
19718,1360.0,2315,Byculla,3,3,0
19719,150.0,790,Borivali,2,2,0
19720,55.0,735,Vasai,1,2,0
19721,66.0,1180,Kalyan,2,2,0
19722,32.99,550,Badlapur,1,1,0
19723,320.0,1250,Kandivali,3,3,0
19724,209.0,761,Kandivali,2,2,0
19725,99.0,345,Santacruz,1,2,0
19726,425.0,1100,Worli,2,2,0
19727,350.0,1300,Byculla,2,2,0
19728,330.0,950,Byculla,2,2,0
19729,75.0,695,Bhayandar,1,2,0
19730,125.0,1050,Mira Road,3,3,0
19731,65.0,650,Mira Road,1,2,0
19732,68.0,650,Thane,1,2,0
19733,115.0,900,Thane,2,2,0
19734,100.0,990,Thane,3,2,0
19735,86.0,880,Thane,2,2,0
19736,62.0,640,Thane,1,2,0
19737,90.0,1100,Dombivali,2,2,0
19738,54.0,600,Thane,1,2,0
19739,35.0,375,Kalyan,1,1,0
19740,157.0,1150,Koper Khairane,2,2,0
19741,15.99,400,Badlapur,1,1,0
19742,47.5,665,Thakurli,1,1,0
19743,250.0,1650,Kharghar,4,3,0
19744,120.0,700,Thane,2,2,0
19745,191.0,535,Worli,1,2,0
19746,115.0,800,Thane,2,2,0
19747,55.0,600,Thane,1,1,0
19748,22.99,610,Badlapur,1,1,0
19749,22.52,585,Badlapur,1,1,0
19750,1360.0,2315,Byculla,3,3,0
19751,150.0,790,Borivali,2,2,0
19752,55.0,735,Vasai,1,2,0
19753,66.0,1180,Kalyan,2,2,0
19754,32.99,550,Badlapur,1,1,0
19755,320.0,1250,Kandivali,3,3,0
19756,209.0,761,Kandivali,2,2,0
19757,99.0,345,Santacruz,1,2,0
19758,950.0,2000,Bandra,3,3,0
19759,68.0,580,Koper Khairane,1,1,0
19760,69.0,800,Dombivali,2,2,0
19761,45.0,490,Thane,1,1,0
19762,60.0,500,Sanpada,1,1,0
19763,81.0,1110,Ulwe,2,2,0
19764,83.0,1085,Kalyan,2,1,0
19765,166.0,680,Sion,2,2,0
19766,123.0,1050,Thane,2,2,0
19767,88.0,650,Thane,1,2,0
19768,147.0,1100,Thane,3,3,0
19769,63.0,985,Dombivli,2,2,0
19770,34.0,340,Goregaon,1,1,0
19771,115.0,500,Parel,1,1,0
19772,180.0,2500,Vasai,3,3,0
19773,105.0,1300,Vasai,3,3,0
19774,315.0,955,Matunga,3,2,0
19775,120.0,1300,Vasai,3,3,0
19776,120.0,1600,Vasai,3,3,0
19777,65.0,950,Vasai,2,1,0
19778,74.0,950,Vasai,2,1,0
19779,69.0,925,Vasai,2,1,0
19780,81.0,1100,Vasai,2,1,0
19781,45.0,565,Vasai,1,1,0
19782,567.0,1125,Lower Parel,2,2,0
19783,47.0,800,Virar,2,2,0
19784,57.0,784,Vasai,1,2,0
19785,54.0,740,Vasai,1,2,0
19786,69.0,925,Vasai,2,1,0
19787,81.0,1100,Vasai,2,1,0
19788,45.0,565,Vasai,1,1,0
19789,567.0,1125,Lower Parel,2,2,0
19790,47.0,800,Virar,2,2,0
19791,57.0,784,Vasai,1,2,0
19792,54.0,740,Vasai,1,2,0
